plazoOperacion,montoCuotaOperacion,ingresosCliente,montoOperacion,gastosCliente,valorVehiculo,numeroCuotasInicioOperacion,edadCliente,codigoProvinciaCliente_10,codigoProvinciaCliente_9,codigoProvinciaCliente_otro,marcaVehiculo_Chery,marcaVehiculo_Chevrolet,marcaVehiculo_DFSK,marcaVehiculo_Hyundai,marcaVehiculo_otro,tipoResidenciaCliente_A,tipoResidenciaCliente_F,tipoResidenciaCliente_otro,claseVehiculo_Camion,codigoNivelEstudiosCliente_P,Es_Bueno
1143,560.165,2684.0,17921.54,1489.13,23310.0,60,67,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
414,391.44,2100.0,10381.0,400.0,17650.0,59,34,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1074,297.51,3000.0,10038.4,475.79944868128257,13040.0,60,54,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1295,599.77,1964.0,16392.4,831.868553503788,21990.0,48,41,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
788,781.98,1500.0,21365.42,1188.0982828282824,32490.0,47,50,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1835,368.64,1400.0,12370.34,550.0,16336.94,60,46,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1492,495.2,1800.0,12098.22,27.39,17173.0,48,31,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1826,526.345,2100.0,15119.34,300.0,22990.0,60,48,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1831,407.32,2512.423058468384,12461.4,475.79944868128257,17290.0,60,30,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1461,368.65,464.5,9454.21,475.79944868128257,14021.0,48,52,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1502,1097.38,5000.0,29334.67,1679.96,47990.0,48,61,0,0,1,0,0,1,0,0,0,0,1,1,1,NO
1461,437.41,2512.423058468384,10768.82,475.79944868128257,16399.0,48,50,0,1,0,0,0,1,0,0,0,0,1,0,0,NO
1461,472.91,2100.0,13508.44,256.32,17390.0,48,61,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
207,606.84,3300.0,17079.65,1200.0,27990.0,60,44,0,1,0,0,0,0,0,1,0,1,0,0,0,SI
1828,374.985,1900.0,10957.4,800.0,18599.0,60,46,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1127,660.55,12000.0,11655.07,708.34,15398.99,36,58,0,0,1,1,0,0,0,0,0,1,0,0,0,NO
1491,671.225,3000.0,16282.7,722.49,23720.23,48,39,0,0,1,0,0,0,1,0,0,0,1,0,0,NO
664,369.69,2154.0,10508.4,475.79944868128257,14550.0,47,41,0,1,0,0,0,0,0,1,1,0,0,0,0,SI
731,515.765,2594.0,7932.1,100.0,19690.0,24,25,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1461,404.17,360.0,10089.6,190.0,16200.0,48,35,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1393,890.76,2600.0,29591.9,500.0,39200.0,59,31,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1077,1081.18,7100.0,26223.93,3778.88,34664.4,36,67,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
1461,1721.14,8000.0,11219.6,2910.0,15500.0,16,36,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1826,466.78,1800.0,11658.21,475.79944868128257,15090.0,60,53,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1479,506.96,1800.0,13468.7,207.15,21999.0,48,59,0,0,1,1,0,0,0,0,1,0,0,0,1,NO
1089,379.995,2300.0,8658.8,280.0,14690.0,36,43,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1826,660.035,3502.073231534092,18390.12,75.38,33190.0,60,49,0,1,0,0,0,1,0,0,0,0,1,1,0,NO
1489,556.44,1500.0,15656.96,385.86,24990.0,48,49,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1826,390.685,2512.423058468384,10563.82,71.42,16990.0,60,54,0,1,0,0,0,1,0,0,0,0,1,0,0,NO
59,11355.695,1690.0,22157.87,210.16,33990.0,2,63,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1482,1661.95,4000.0,47750.71,2100.0,65990.0,48,50,0,0,1,0,0,0,1,0,0,0,1,0,0,NO
1092,382.48,3000.0,11131.11,500.0,15900.0,48,36,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
1479,468.83,2800.0,13626.4,475.79944868128257,17990.0,48,57,0,1,0,0,1,0,0,0,1,0,0,0,0,SI
731,1263.255,9300.0,20000.0,7000.0,37000.0,24,41,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1108,527.605,1220.0,12861.8,100.0,16990.0,36,82,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1496,578.955,2000.0,15318.34,100.0,20180.0,48,66,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1120,289.94,2000.0,15227.79,1300.0,19990.0,37,37,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
349,635.09,4800.0,19589.6,2150.0,34164.0,60,50,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
224,424.945,1998.0,13748.4,540.0,19990.0,60,63,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1192,655.325,9000.0,21216.4,831.868553503788,28590.0,60,29,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1127,430.28,20000.0,7720.87,475.79944868128257,14990.0,36,30,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1467,672.475,6000.0,18527.61,550.0,30390.0,48,38,0,1,0,0,1,0,0,0,0,1,0,0,1,NO
1833,377.815,1500.0,11448.4,100.0,14790.0,60,44,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
1095,4189.49,6000.0,33044.06,2066.0,42690.0,12,54,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1837,276.72,3502.073231534092,17983.44,421.16,22990.0,60,64,0,0,1,0,0,0,1,0,1,0,0,0,1,NO
99,418.615,4200.0,9097.83,1800.0,14990.0,48,33,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1140,474.58,4600.0,10958.8,1090.0,19990.0,36,61,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1096,340.555,1500.0,6722.74,207.45,10800.0,36,31,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1105,574.775,2500.0,11415.6,398.49,29990.0,36,54,0,1,0,0,0,0,0,1,1,0,0,0,0,NO
730,371.62,800.0,4998.26,475.79944868128257,7996.0,24,31,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
770,683.07,1900.0,11848.4,475.79944868128257,19990.0,24,43,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1465,289.735,2603.0,8037.4,475.79944868128257,14004.0,48,53,0,1,0,0,1,0,0,0,1,0,0,0,0,SI
1548,526.85,3502.073231534092,17350.89,623.26,22575.29,59,39,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1503,422.2,2512.423058468384,13075.6,2.92,15690.01,60,41,0,1,0,0,1,0,0,0,0,1,0,0,1,SI
1419,542.75,1500.0,15126.8,12.0,20690.0,48,51,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1834,368.68,2020.0,12658.4,400.0,16410.0,60,37,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1023,834.94,3100.0,17125.76,3000.0,37320.86,36,51,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1821,915.63,7400.0,28970.0,1412.43,44990.0,60,50,0,1,0,0,0,0,1,0,0,0,1,0,0,NO
1095,537.28,2800.0,11608.21,475.79944868128257,16790.0,36,33,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1835,710.495,5000.0,18275.6,1750.0,25500.0,60,48,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
538,324.73,1212.0,7848.45,150.0,10400.0,36,31,1,0,0,0,0,0,1,0,0,1,0,0,0,SI
403,1217.575,7000.0,20106.65,500.0,45572.4,24,41,1,0,0,0,0,0,0,1,0,1,0,0,1,SI
1461,567.23,8400.0,15652.82,2500.0,21900.0,48,64,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1647,509.475,4000.0,15980.6,550.0,24990.0,60,39,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
813,406.25,6400.0,9254.6,475.79944868128257,13885.0,36,58,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
8,15281.97,2000.0,15221.09,384.11,22990.0,2,37,0,0,1,0,0,0,0,1,0,1,0,0,1,SI
1826,449.63,2512.423058468384,12328.82,475.79944868128257,18399.0,60,32,0,1,0,0,0,1,0,0,0,1,0,0,0,NO
1838,683.015,2000.0,21304.49,725.58,36289.74,60,46,1,0,0,0,1,0,0,0,0,1,0,1,1,NO
1463,303.075,990.0,6559.6,200.0,12990.0,48,73,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1461,696.39,7700.0,19070.8,2250.0,27990.0,48,57,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
1493,563.485,2182.0,11270.89,475.79944868128257,14549.99,48,46,0,1,0,0,0,0,0,1,1,0,0,0,0,NO
1312,875.59,900.0,28312.37,147.27,39075.2,59,42,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1408,286.65,3147.0,9451.4,475.79944868128257,12990.0,59,43,0,1,0,0,0,0,1,0,0,1,0,0,0,SI
867,765.89,3000.0,23299.6,300.0,32678.0,60,35,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
728,515.24,4000.0,8415.6,300.0,20990.0,24,41,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1826,626.4,3500.0,16609.85,831.868553503788,23490.0,60,36,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
332,895.12,350.0,13443.17,137.35,49687.6,24,57,0,0,1,0,0,0,1,0,1,0,0,1,0,SI
1492,499.51,115.38,11738.28,115.38,16399.0,48,36,0,0,1,1,0,0,0,0,0,1,0,0,1,NO
1476,557.4,600.0,14590.6,73.22,22865.0,48,32,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1848,353.965,1412.0,11378.01,475.79944868128257,16953.24,60,36,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1127,689.22,10.0,10178.58,475.79944868128257,14390.0,36,64,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1846,424.965,2512.423058468384,13353.22,429.28,16790.0,60,62,0,1,0,0,1,0,0,0,1,0,0,0,1,NO
407,729.45,2700.0,19070.8,831.868553503788,29990.0,48,39,0,0,1,0,0,0,1,0,1,0,0,1,0,SI
1856,349.3,950.0,9848.4,475.79944868128257,18990.0,60,36,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1850,535.135,3200.0,17381.2,1510.0,21990.0,60,37,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
124,368.04,2000.0,11768.4,300.0,16410.0,60,34,1,0,0,0,1,0,0,0,0,1,0,0,0,SI
1111,615.14,2512.423058468384,14760.44,969.47,21115.44,36,44,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
1501,607.415,3780.0,16887.35,1843.36,24739.99,48,42,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1853,279.76,1000.0,9080.4,475.79944868128257,13547.0,60,32,0,0,1,0,1,0,0,0,0,1,0,0,1,SI
1367,523.2,3150.0,15425.9,475.79944868128257,20000.4,47,58,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1492,602.455,3502.073231534092,19617.82,662.3,26989.68,48,47,0,0,1,0,1,0,0,0,0,0,1,1,0,NO
367,1278.605,5000.0,12115.6,250.0,24690.0,12,49,0,1,0,0,0,0,0,1,0,0,1,0,0,SI
1401,587.47,5038.570953984289,26343.56,2149.74,40590.0,46,33,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1138,580.61,2100.0,14958.8,850.0,19990.0,48,60,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1854,200.01,3502.073231534092,18059.6,850.08,23634.0,60,28,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1849,50.36,1500.0,10958.4,200.0,14200.0,60,38,1,0,0,0,0,0,0,1,1,0,0,0,1,NO
607,258.96,1900.0,7640.14,265.86,15390.01,59,42,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1232,638.05,3502.073231534092,17111.0,831.868553503788,29999.2,48,58,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1493,34.14,450.0,12353.11,135.4,16871.01,49,28,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
190,859.6,3502.073231534092,13778.12,7912.5,28490.0,24,41,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1847,718.61,3300.0,20715.6,1435.0,28990.0,60,33,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1836,502.465,1400.0,17029.04,892.56,21990.0,60,53,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1476,962.665,1200.0,23214.17,326.61,34001.2,48,52,0,0,1,0,0,0,1,0,1,0,0,1,1,NO
1834,330.23,1552.15,8665.6,592.07,23240.0,60,29,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1100,242.985,1150.0,4476.4,475.79944868128257,18508.0,36,46,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
789,401.265,2512.423058468384,9915.6,13.97,21490.0,59,38,0,0,1,0,0,0,0,1,0,1,0,0,1,SI
1857,433.755,3110.0,14956.54,400.0,17990.0,60,40,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
209,1496.05,4085.0,26167.01,1000.0,43860.0,24,38,1,0,0,0,0,0,0,1,0,0,1,0,1,NO
1840,321.05,2812.0,9925.24,800.0,19999.0,60,34,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1461,561.805,2200.0,14860.31,100.0,22664.4,48,56,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
890,918.63,37500.0,19107.06,289.01,31280.0,35,55,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1857,410.53,1240.0,11824.23,100.0,16465.83,60,33,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1136,793.94,2600.0,22365.42,200.0,32490.0,48,55,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1847,383.29,2512.423058468384,12458.4,157.86,19100.0,60,55,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
798,418.93,2500.0,11902.8,475.79944868128257,14990.0,48,80,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1467,259.65,3040.0,7348.4,770.0,11990.0,48,49,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
49,9450.06,2280.0,18312.8,200.0,26590.0,2,42,0,0,1,0,1,0,0,0,1,0,0,1,1,SI
1846,383.655,800.0,11648.4,106.0,15090.0,60,46,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1461,398.145,1200.0,9597.99,475.79944868128257,14790.0,48,45,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1839,689.25,8700.0,21298.7,831.868553503788,29990.0,60,33,0,0,1,0,1,0,0,0,0,0,1,1,0,NO
1492,399.0,6500.0,7961.1,1956.93,12000.0,48,49,0,0,1,1,0,0,0,0,0,1,0,0,1,NO
1493,781.17,3330.0,21415.6,831.868553503788,29990.0,48,45,0,0,1,0,0,0,1,0,0,0,1,1,0,SI
1096,575.28,5116.53,14139.64,6112.5,18240.0,36,50,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1502,1700.93,6500.0,46912.13,2400.0,66539.35,48,42,1,0,0,0,1,0,0,0,0,0,1,1,1,NO
1461,580.925,1200.0,14684.77,475.79944868128257,20115.44,48,58,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1096,912.675,5000.0,18190.06,1200.0,30000.0,36,51,0,1,0,0,0,1,0,0,0,0,1,1,1,NO
1234,690.92,5316.46,21974.0,1473.76,34990.0,59,37,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1825,27.095,2512.423058468384,15624.81,475.79944868128257,19990.0,60,28,0,1,0,0,0,0,1,0,0,0,1,0,0,NO
1826,494.745,1733.0,15292.93,600.0,23000.0,60,32,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1846,534.62,2200.0,16415.6,831.868553503788,27990.0,60,33,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
407,592.39,3500.0,14992.4,831.868553503788,22990.0,48,43,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1837,363.25,22800.0,12477.07,1000.0,15240.23,60,47,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1854,659.35,2500.0,20815.6,300.0,28390.0,60,45,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1299,438.71,2512.423058468384,13025.6,355.88,20600.0,59,36,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
388,1206.29,4000.0,11590.0,750.0,31164.4,12,34,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1462,708.05,4000.0,19070.8,500.0,29990.0,48,47,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1404,400.66,1900.0,11137.3,300.0,20700.5,48,35,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1846,451.89,2512.423058468384,15052.04,778.28,19593.64,60,43,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1096,415.035,1800.0,9650.6,475.79944868128257,13395.0,36,62,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1584,412.89,1500.0,10630.66,475.79944868128257,15999.0,51,28,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1839,546.05,1320.0,17665.04,831.868553503788,25046.0,60,48,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1096,1372.475,5038.570953984289,31841.92,2839.4,45000.0,36,30,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1491,1193.045,5000.0,33421.15,600.0,48190.0,48,36,1,0,0,0,0,0,0,1,0,1,0,0,1,NO
1838,436.195,264.0,11941.4,959.23,15583.0,60,37,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1625,423.835,3200.0,13234.6,250.0,23702.0,60,56,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1492,703.29,500.0,17769.51,216.49,29200.0,48,52,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
833,309.95,6000.0,7460.6,3600.0,10130.0,36,35,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1847,367.255,1200.0,12539.43,203.75,15090.0,60,50,0,1,0,0,1,0,0,0,1,0,0,0,0,SI
1826,603.81,2200.0,18299.0,831.868553503788,29200.0,60,42,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1252,511.07,7083.0,14830.3,475.79944868128257,18915.0,48,55,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
664,385.08,1200.0,10425.2,200.0,19490.0,48,41,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1824,371.095,3129.0,12523.4,800.87,16490.0,60,61,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1461,455.925,1925.0,11394.6,235.0,14700.0,48,47,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
482,489.26,2700.0,15830.0,600.0,20544.4,59,38,0,0,1,0,0,0,0,1,0,1,0,0,1,SI
1461,551.18,3100.0,14672.54,160.0,22544.4,48,51,1,0,0,0,0,0,0,1,0,0,1,1,0,SI
338,236.86,3000.0,9848.4,900.0,14490.0,11,56,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
1853,310.54,3059.0,9448.4,475.79944868128257,12990.0,60,45,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
557,265.245,1600.0,6848.4,100.0,13490.0,48,64,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1843,787.89,4100.0,26090.0,3000.0,34664.4,60,48,0,0,1,0,0,0,1,0,0,0,1,0,0,NO
1850,299.37,1200.0,9648.4,413.96,14790.0,60,50,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1461,382.69,4000.0,11359.6,475.79944868128257,14990.0,48,42,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
591,708.835,2600.0,19688.55,456.23,28990.0,48,42,0,1,0,0,0,0,0,1,0,0,1,0,0,SI
263,396.03,3000.0,9364.6,475.79944868128257,13575.15,48,59,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1849,130.55,2512.423058468384,11675.9,1342.01,15090.0,60,41,0,1,0,0,1,0,0,0,1,0,0,0,1,NO
1130,570.62,1518.0,16139.6,500.0,22714.0,48,42,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1492,583.325,1700.0,12525.52,448.41,17990.0,48,37,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1839,549.96,1770.0,17665.6,150.0,22990.0,60,56,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1109,739.835,3000.0,24642.5,100.0,34190.0,59,37,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1848,438.59,2000.0,13883.44,21.65,22590.0,60,49,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1472,1041.245,5000.0,26155.57,2500.0,34855.5,48,40,0,0,1,0,1,0,0,0,0,0,1,1,0,NO
1488,766.735,3502.073231534092,21194.24,1275.68,30990.0,48,35,0,0,1,0,0,0,1,0,1,0,0,1,1,NO
1461,643.935,1495.53,18508.84,831.868553503788,25514.89,52,39,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1827,351.32,1200.0,10506.21,500.0,13970.0,60,32,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
227,354.835,1800.0,11648.4,100.0,15290.0,60,38,1,0,0,0,1,0,0,0,0,1,0,0,0,SI
1491,866.43,2000.0,24766.88,837.08,34461.44,48,44,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1461,599.17,2400.0,14792.62,475.79944868128257,20115.45,48,39,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1466,1732.045,10000.0,47355.4,1800.0,90463.8,48,45,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
892,335.72,2512.423058468384,9689.21,224.39,16399.0,60,36,0,0,1,1,0,0,0,0,1,0,0,0,0,SI
1480,855.745,1000.0,24589.6,1188.0982828282824,34164.0,48,73,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1476,218.62,1200.0,8255.9,475.79944868128257,12150.0,48,42,0,1,0,0,0,0,0,1,1,0,0,0,0,NO
1829,333.435,2512.423058468384,9835.84,178.69,14560.0,60,29,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1732,395.39,2512.423058468384,13068.4,43.73,16990.0,60,37,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
181,980.585,3000.0,16415.6,831.868553503788,25990.0,24,50,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1839,379.785,2512.423058468384,10231.9,475.79944868128257,15190.0,60,44,0,1,0,0,1,0,0,0,1,0,0,0,1,NO
1452,499.92,2512.423058468384,14495.06,752.97,17415.0,48,62,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1492,565.49,2000.0,14148.92,232.65,19490.0,48,38,0,0,1,0,0,0,0,1,1,0,0,1,0,NO
1458,581.405,6500.0,17394.55,1660.21,20990.0,48,61,0,1,0,0,0,0,1,0,1,0,0,0,0,NO
1486,736.07,4000.0,19363.6,831.868553503788,30490.0,48,35,0,1,0,0,0,0,1,0,0,1,0,1,0,NO
1851,325.475,720.0,9412.07,475.79944868128257,15240.23,60,39,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1851,449.245,2827.16,14048.4,300.0,18390.0,60,31,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1475,923.28,700.0,26470.02,100.0,39490.0,48,25,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1096,1470.03,2500.0,30065.54,700.0,43195.21,36,48,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1567,653.94,9000.0,22026.0,831.868553503788,27990.0,59,66,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1842,202.605,2512.423058468384,13988.22,562.24,16790.0,60,31,0,1,0,0,1,0,0,0,0,1,0,0,1,NO
1491,411.695,1200.0,10925.34,157.46,15490.0,48,34,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1461,619.185,2000.0,15425.41,134.06,21990.0,48,35,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1843,443.02,3502.073231534092,13732.25,15.26,22302.65,60,58,0,1,0,0,1,0,0,0,1,0,0,0,0,SI
1408,402.27,5000.0,10652.6,2500.0,14690.0,48,46,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
247,634.8,5800.0,18755.6,2000.0,30830.0,60,55,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1836,374.125,11240.5,10550.9,4506.31,13590.0,60,45,0,1,0,0,0,0,1,0,0,0,1,0,1,NO
1021,399.71,1500.0,9458.21,135.35,15290.0,48,56,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1444,578.71,6000.0,17765.8,831.868553503788,24990.0,48,43,0,0,1,0,0,0,1,0,1,0,0,1,0,SI
1831,498.265,2350.0,16871.6,200.0,22166.0,60,52,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
468,374.59,2512.423058468384,13374.65,123.82,16026.54,60,38,0,1,0,0,1,0,0,0,0,1,0,0,1,SI
1331,782.57,18000.0,24415.6,5900.0,31990.0,59,48,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1492,440.44,2830.0,11450.14,475.79944868128257,16679.99,48,30,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1027,2464.51,15000.0,67625.6,1320.2236363636364,112005.0,47,42,0,0,1,0,0,0,0,1,0,0,1,1,1,SI
1837,298.15,2512.423058468384,9702.8,725.62,14790.0,60,42,0,1,0,0,0,0,0,1,0,0,1,0,0,NO
1482,429.76,2600.0,11048.4,800.0,18190.0,48,49,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1096,192.425,1135.0,3059.6,161.0,12690.0,36,74,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
325,524.97,2546.0,6315.6,1396.0,33890.0,24,57,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1480,959.02,4676.0,27665.55,1050.0,37490.0,48,30,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1303,358.5,1800.0,10659.6,475.79944868128257,13890.0,48,58,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
417,241.47,1450.0,5387.62,789.79,18453.6,48,44,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1491,624.26,1200.0,16019.64,250.0,22490.0,48,59,0,0,1,0,0,1,0,0,0,1,0,1,1,NO
1475,374.56,1040.0,10114.55,294.75,15190.0,48,55,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1461,333.74,1350.0,10407.05,100.0,14500.0,48,28,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
1159,537.74,530.0,20485.33,257.4,25290.0,59,59,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
731,3375.295,1000.0,15123.64,3430.0,20250.0,6,48,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1461,412.265,2250.0,10276.32,200.0,15640.0,48,30,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1864,302.695,850.0,10021.51,3234.6,12255.22,60,53,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
371,261.33,1000.0,7579.08,475.79944868128257,10300.0,13,31,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
1652,583.135,3000.0,19519.27,831.868553503788,25090.23,59,34,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1826,535.42,3502.073231534092,19150.02,564.35,28790.0,60,54,0,1,0,0,0,1,0,0,0,0,1,1,0,NO
1854,579.26,3502.073231534092,18015.6,179.47,23990.0,60,34,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
427,339.84,3200.0,11797.59,880.0,20371.99,14,49,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
867,435.44,2512.423058468384,12673.4,475.79944868128257,16640.0,48,31,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
