plazoOperacion,montoCuotaOperacion,ingresosCliente,montoOperacion,gastosCliente,valorVehiculo,numeroCuotasInicioOperacion,edadCliente,codigoProvinciaCliente_10,codigoProvinciaCliente_9,codigoProvinciaCliente_otro,marcaVehiculo_Chery,marcaVehiculo_Chevrolet,marcaVehiculo_DFSK,marcaVehiculo_Hyundai,marcaVehiculo_otro,tipoResidenciaCliente_A,tipoResidenciaCliente_F,tipoResidenciaCliente_otro,claseVehiculo_Camion,codigoNivelEstudiosCliente_P,Es_Bueno
300,397.87,2090.0,12698.4,450.0,18990.0,59,47,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
272,1028.21,3000.0,24366.88,400.0,34461.44,36,33,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1492,735.115,69600.0,19482.55,1356.5,26990.0,48,54,0,0,1,0,0,0,1,0,0,0,1,1,0,NO
1117,706.81,3502.073231534092,16029.04,125.03,25990.0,36,30,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
910,1053.22,2920.0,29321.6,1188.0982828282824,45221.0,47,43,0,0,1,0,1,0,0,0,0,0,1,1,0,SI
1096,588.405,1500.0,13971.51,539.02,17650.0,36,30,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
134,490.22,3400.0,16015.6,400.0,21590.0,60,59,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
719,287.41,1618.0,5839.6,475.79944868128257,13884.0,36,45,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
336,231.47,1300.0,5369.08,280.0,9000.0,36,63,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1475,193.99,3800.0,30620.56,1851.36,38464.0,48,61,1,0,0,0,0,0,0,1,1,0,0,0,1,NO
238,472.195,1800.0,11348.4,100.0,14990.0,36,48,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
1492,628.835,1880.0,15165.06,1257.35,22012.4,48,37,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
730,349.365,5085.65,4734.61,601.59,7500.0,24,46,0,1,0,0,1,0,0,0,0,1,0,0,1,NO
1835,78.065,2190.0,18425.6,831.868553503788,24000.0,60,40,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1871,523.82,5000.0,17416.1,3600.0,22790.5,60,37,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1366,1076.29,4035.0,30924.6,1900.0,43999.0,49,61,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1140,1149.31,3000.0,24383.8,1188.0982828282824,32490.0,47,48,0,0,1,0,0,0,1,0,1,0,0,1,0,NO
1479,712.675,6000.0,20609.64,522.48,26990.0,48,34,0,0,1,0,1,0,0,0,1,0,0,1,1,NO
1846,694.125,2000.0,21675.6,900.0,31250.0,60,36,1,0,0,0,0,0,0,1,0,0,1,0,1,NO
1727,379.46,1100.0,12724.54,475.79944868128257,16488.64,59,40,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1492,775.47,4000.0,19454.72,400.0,27490.0,48,47,1,0,0,0,1,0,0,0,0,1,0,1,0,NO
1461,432.09,1500.0,10736.31,475.79944868128257,13990.0,48,55,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1467,268.89,2276.27,13129.96,380.69,19990.0,48,42,0,0,1,0,0,1,0,0,0,0,1,0,1,NO
1827,323.26,3900.0,10129.6,200.0,13085.0,60,37,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
916,299.0,1400.0,12158.8,475.79944868128257,18190.0,30,36,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1492,491.74,2000.0,11301.04,518.38,16990.0,48,49,0,0,1,1,0,0,0,0,0,0,1,0,0,NO
1851,768.56,5038.570953984289,23528.27,339.5,35990.0,60,61,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1236,363.8,6800.0,10708.4,2800.0,14790.0,48,62,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1830,686.59,3502.073231534092,22066.07,1621.81,31027.03,60,42,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
759,283.23,1668.55,4148.4,300.0,15290.0,24,74,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1494,408.165,1300.0,11146.02,1313.72,16850.0,48,41,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1476,564.41,2820.0,15980.6,200.0,23490.0,48,40,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1846,386.06,1900.0,12583.4,237.24,17465.0,60,38,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1435,273.56,1200.0,8587.17,0.96,15640.33,60,65,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
1836,515.95,1600.0,12751.4,475.79944868128257,17415.0,60,38,0,1,0,0,1,0,0,0,0,1,0,0,1,NO
302,542.22,1700.0,12155.5,831.868553503788,22990.0,48,50,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1454,521.275,3735.0,14515.6,1117.0,24090.0,48,56,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
799,415.95,2000.0,13558.8,475.79944868128257,16790.0,59,34,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1110,646.55,2200.0,15823.4,93.48,19790.0,36,55,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1522,661.07,2400.0,16161.5,117.74,22490.0,48,68,0,0,1,0,0,1,0,0,0,1,0,1,1,NO
350,806.88,3770.0,25415.6,500.0,35990.0,60,71,0,0,1,0,0,0,0,1,0,1,0,0,1,SI
1833,367.435,2512.423058468384,12223.4,377.14,15865.0,60,60,0,1,0,0,1,0,0,0,0,0,1,0,1,NO
1845,338.92,1185.0,10285.73,226.76,14990.0,60,45,0,1,0,0,0,0,1,0,0,0,1,0,0,SI
1851,1035.13,36500.0,33415.6,4500.0,47990.0,60,68,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1403,515.535,1773.0,12298.48,350.0,19290.0,47,34,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
499,631.78,1800.0,19358.31,150.0,24990.0,59,43,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1468,98.805,2512.423058468384,12042.84,725.62,15496.0,48,42,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
370,272.245,4230.0,8482.4,1400.0,13540.0,59,53,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1098,420.385,1500.0,8415.6,188.9,27990.0,36,44,0,1,0,0,0,0,0,1,1,0,0,0,1,SI
1547,495.66,800.0,15294.07,200.0,20130.19,59,42,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1124,1470.545,9731.15,35983.44,900.0,46990.0,36,50,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
105,598.125,3000.0,16674.8,831.868553503788,25990.0,55,70,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
179,532.34,3000.0,15742.77,2150.0,20671.34,60,35,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
394,705.46,2100.0,19726.0,831.868553503788,31690.0,48,49,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
519,487.845,5500.0,7369.6,2260.0,14500.0,24,73,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1827,399.06,2512.423058468384,13170.4,672.85,17437.0,60,31,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1830,498.68,3050.0,16165.6,450.0,20990.0,60,61,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
31,12071.56,4550.0,11915.6,650.0,31990.0,1,63,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1461,797.71,10000.0,19926.8,853.59,28990.0,48,41,0,0,1,0,0,0,1,0,1,0,0,1,0,NO
1855,478.34,3400.0,15415.6,1350.0,20990.0,60,46,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1830,466.96,2200.0,15223.4,200.0,19865.0,60,48,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1459,574.12,2800.0,16026.0,831.868553503788,29990.0,48,39,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1832,358.34,800.0,10734.72,13.23,15414.8,60,49,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1826,580.66,3502.073231534092,19060.91,969.21,22990.0,60,55,0,1,0,0,0,0,0,1,0,1,0,0,0,SI
1492,369.61,1678.44,8791.28,100.0,16499.0,48,68,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1124,525.475,3000.0,10702.08,1490.12,16390.0,36,33,0,0,1,1,0,0,0,0,0,0,1,0,1,NO
1852,672.855,1580.0,21912.88,1188.0982828282824,32990.0,60,37,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1492,2063.26,8000.0,56936.32,1925.6766509433965,93059.72,48,60,0,0,1,0,1,0,0,0,0,0,1,1,0,SI
1826,417.49,2512.423058468384,11763.82,475.79944868128257,18990.0,60,30,0,1,0,1,0,0,0,0,0,1,0,0,0,NO
1474,1054.78,5000.0,35970.0,500.0,59990.0,48,44,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1400,381.13,2112.27,11359.6,475.79944868128257,18990.0,60,71,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1476,350.99,1200.0,10050.44,252.32,15713.51,48,40,0,1,0,0,1,0,0,0,1,0,0,0,1,SI
1833,446.66,5100.0,14415.6,1500.0,23990.0,60,53,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1481,1007.515,5000.0,28970.84,1744.42,39122.0,48,46,0,0,1,0,1,0,0,0,0,1,0,1,0,NO
335,531.61,2352.0,14852.8,1188.0982828282824,36830.0,60,83,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1453,143.72,1500.0,11623.4,475.79944868128257,14190.0,48,73,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1461,456.9,1592.0,8224.26,475.79944868128257,13546.99,48,45,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1829,385.245,2000.0,12773.4,700.0,16615.0,60,34,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1471,767.33,1870.0,21031.6,200.0,29606.0,48,42,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1588,390.9,1100.0,13025.9,363.28,16890.0,60,38,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
664,280.58,3000.0,5912.4,475.79944868128257,13885.0,47,39,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
760,695.015,1500.0,12915.6,150.0,22490.0,28,37,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1113,934.835,5038.570953984289,22556.4,1188.0982828282824,31630.8,36,61,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1476,713.71,5000.0,20135.98,2000.0,27790.0,48,40,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1862,586.81,2000.0,18415.6,150.0,27990.0,60,64,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
731,578.85,60000.0,10223.77,50000.0,9500.0,24,36,0,1,0,0,0,0,0,1,0,0,1,0,0,NO
1840,327.875,10000.0,10463.91,500.0,14430.51,60,36,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
762,636.075,4500.0,9426.8,500.0,28990.0,24,51,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1826,507.51,4200.0,14813.96,1100.0,20990.0,60,38,1,0,0,0,0,0,0,1,0,0,1,0,1,NO
1834,488.68,3502.073231534092,16464.0,1251.09,22674.96,60,43,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1095,287.415,2000.0,11625.21,475.79944868128257,16820.0,36,39,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1856,131.805,1800.0,16054.29,192.42,20990.0,60,53,0,1,0,0,0,0,1,0,0,1,0,0,0,NO
1116,1003.59,8000.0,24426.0,1188.0982828282824,33390.0,36,50,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
439,1059.01,2841.0,24863.39,1300.0,34490.0,36,38,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1498,321.32,1700.0,9261.84,179.96,13990.0,59,36,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1826,286.73,1030.0,8958.8,475.79944868128257,17990.0,59,33,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1105,693.815,1894.15,21571.9,362.3,34989.93,59,35,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1841,564.635,619.0,17332.54,863.74,25990.0,60,35,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
210,1010.88,4000.0,23003.61,357.1,41915.25,36,54,0,0,1,0,1,0,0,0,0,0,1,0,1,SI
1490,389.51,1800.0,11940.31,1300.0,21692.4,60,52,1,0,0,0,0,0,1,0,0,1,0,0,0,NO
1780,622.49,2000.0,18084.3,534.27,27174.68,60,50,0,0,1,0,1,0,0,0,1,0,0,1,1,NO
1096,1612.3,6000.0,41222.8,5300.0,54870.2,36,63,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1458,158.59,3595.0,9348.4,2210.0,11990.0,48,37,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1491,552.69,1200.0,13140.83,475.79944868128257,18762.0,48,46,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1140,1063.995,3000.0,24383.8,1188.0982828282824,32490.0,36,48,0,0,1,0,0,0,1,0,1,0,0,1,0,NO
1449,548.21,3502.073231534092,16970.0,3730.41,30544.4,59,70,0,1,0,0,0,0,1,0,1,0,0,0,0,SI
1466,652.11,3502.073231534092,18365.35,26.43,23990.0,48,48,0,1,0,0,0,0,0,1,0,1,0,0,0,SI
1492,417.63,1200.0,10009.12,300.0,16450.0,48,63,0,0,1,1,0,0,0,0,0,1,0,0,1,NO
1827,540.72,3502.073231534092,17892.6,1121.98,23290.0,60,33,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1465,1054.45,14000.0,30320.56,8490.0,38464.0,48,46,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1461,707.5,7000.0,17456.8,1500.0,24300.0,48,37,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
1338,490.34,3355.0,14501.59,475.79944868128257,20175.99,48,59,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1034,759.92,3600.0,21674.3,831.868553503788,30419.7,48,64,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1836,344.485,638.0,10629.83,904.1,12625.0,60,40,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1868,440.33,3025.0,14961.8,800.0,19990.0,60,66,0,1,0,0,0,0,1,0,0,1,0,0,0,SI
1826,388.88,450.0,10535.12,120.68,15999.0,60,39,0,1,0,0,0,1,0,0,0,1,0,0,1,NO
835,1044.715,4000.0,24798.87,500.0,34115.44,36,52,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
1843,802.74,11800.0,24540.0,3200.0,32164.4,60,47,0,0,1,0,0,0,1,0,0,0,1,0,0,NO
101,331.68,2159.0,5148.4,200.0,14790.0,24,62,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1492,484.86,1125.0,10951.12,3.12,16450.0,48,50,0,0,1,1,0,0,0,0,0,1,0,0,0,NO
1484,401.99,2159.0,11823.4,475.79944868128257,15790.0,48,37,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1477,461.465,375.0,11398.4,330.0,18400.0,48,48,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1857,400.005,4000.0,12211.84,1500.0,15940.0,60,68,0,1,0,0,1,0,0,0,0,0,1,0,0,SI
1461,513.27,8000.0,12713.96,1800.0,20990.0,48,39,0,0,1,0,0,0,0,1,0,0,1,1,0,NO
902,330.69,876.0,8451.15,193.38,13700.0,48,37,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
1127,698.635,2400.0,12737.96,274.69,18705.0,36,29,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1491,525.11,4000.0,13210.46,416.0,18400.0,48,56,0,1,0,0,0,1,0,0,0,0,1,0,0,NO
149,449.48,1100.0,12399.35,475.79944868128257,16489.39,60,53,0,0,1,0,1,0,0,0,0,1,0,0,1,SI
582,960.03,1106.0,26045.82,1172.67,45620.22,48,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1461,318.27,1400.0,7862.0,475.79944868128257,14188.0,48,36,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
730,1772.8,5000.0,27686.63,2970.26,41553.0,24,55,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
763,488.65,2780.0,13415.6,1000.0,21990.0,60,33,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1846,817.115,2300.0,25915.6,150.0,37490.0,60,38,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
392,389.05,1450.0,5981.2,651.0,20990.0,24,52,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1849,617.23,2075.0,20424.6,549.04,29999.0,60,69,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1838,603.335,2000.0,17715.6,831.868553503788,24790.0,60,36,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1461,755.435,2200.0,19635.51,831.868553503788,31490.0,48,48,0,0,1,0,0,0,1,0,0,0,1,1,0,NO
1826,350.92,1100.0,10835.6,475.79944868128257,16466.0,60,37,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1100,497.29,1700.0,11968.8,475.79944868128257,18500.0,36,57,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1838,356.33,1200.0,12012.17,149.83,15640.33,60,34,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1476,686.635,2700.0,18629.52,1050.0,24504.86,48,35,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
408,494.33,2900.0,15810.6,1672.83,21760.0,59,57,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
294,494.93,3340.0,14159.6,900.0,18590.0,60,52,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1096,439.65,2550.0,8000.0,800.0,10890.0,36,38,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1347,490.05,5000.0,16066.6,475.79944868128257,20115.45,59,44,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1474,463.34,4500.0,13223.06,100.0,17325.0,48,47,1,0,0,0,1,0,0,0,0,1,0,0,0,NO
1459,583.695,3502.073231534092,15914.6,1861.97,22989.0,48,34,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1830,385.73,2838.95,11948.4,801.58,15490.0,60,35,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
600,795.12,4200.0,18708.95,831.868553503788,30457.54,48,39,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
824,530.325,4200.0,13864.6,1100.0,17995.0,48,39,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1491,544.5,2600.0,13910.94,161.39,19490.0,48,38,0,0,1,0,0,1,0,0,0,0,1,1,1,SI
253,481.195,2190.0,15339.6,200.0,21564.0,59,54,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1105,404.43,3730.0,11736.84,1068.54,14290.0,48,29,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1498,717.555,1500.0,19851.77,200.0,26990.0,48,35,0,0,1,0,1,0,0,0,0,0,1,1,1,NO
1502,1172.87,2490.8,32008.18,1500.0,47990.0,48,70,0,0,1,0,0,1,0,0,0,0,1,1,1,NO
427,878.55,6000.0,19915.6,2200.0,25990.0,36,48,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
1474,453.065,2512.423058468384,12728.74,70.75,16556.9,60,30,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
298,431.19,3100.0,10470.0,1100.0,26544.4,47,36,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1834,651.33,3502.073231534092,21715.6,1346.35,28390.0,60,42,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
343,855.2,6000.0,18415.6,700.0,42990.0,36,48,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1028,326.895,2500.0,10934.7,1170.0,14249.3,60,34,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
823,402.06,1200.0,10095.6,475.79944868128257,16210.0,48,40,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1477,730.175,3948.75,13348.4,475.79944868128257,18590.0,48,38,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
611,841.575,6466.0,25525.22,3745.22,34594.8,60,42,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
1849,670.94,4250.0,20796.48,310.0,29502.4,60,62,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
210,396.96,1250.0,11248.0,131.49,14999.0,60,36,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
414,531.69,3502.073231534092,17254.13,1667.38,22990.0,59,39,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1840,413.875,2600.0,13832.15,450.0,17965.0,60,62,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1072,357.68,1000.0,9041.55,475.79944868128257,15964.0,47,25,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1473,524.25,3502.073231534092,13516.94,513.91,22258.54,48,38,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
1466,400.89,1500.0,10853.4,475.79944868128257,14995.0,48,39,0,1,0,0,0,0,0,1,1,0,0,0,0,SI
1415,338.36,2267.0,9958.8,475.79944868128257,12990.0,47,58,0,1,0,0,0,0,1,0,1,0,0,0,0,SI
1108,427.6,7230.0,11952.0,1080.0,21526.4,36,37,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1245,396.95,3000.0,21415.6,200.0,27990.0,41,52,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1096,609.73,4300.0,13761.41,1300.0,23990.0,36,40,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
203,858.56,1000.0,27676.21,464.1,37831.0,60,52,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1475,734.355,7500.0,20915.6,831.868553503788,27690.0,48,48,0,1,0,0,0,0,0,1,0,0,1,0,0,SI
1437,683.56,4169.0,18403.6,1625.4,28990.0,48,69,0,0,1,0,0,0,1,0,1,0,0,1,1,SI
1239,576.25,2100.0,15820.03,1600.0,30526.0,48,40,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
381,1385.76,3000.0,13415.6,831.868553503788,22990.0,12,38,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1461,1118.79,2396.0,19636.8,200.0,47200.0,48,36,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
594,2691.75,3000.0,15925.41,800.0,22490.0,8,55,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
273,859.94,3300.0,7415.6,831.868553503788,25990.0,12,56,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1826,615.175,3230.0,17527.3,831.868553503788,22790.5,60,64,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1844,429.24,8475.0,14201.4,6130.0,18458.0,60,59,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1471,305.91,986.0,7198.4,290.0,15340.0,48,46,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1841,430.18,2512.423058468384,14535.4,521.92,17465.0,60,36,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1852,380.875,600.0,11761.84,547.4,15390.0,60,49,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1871,616.455,3195.0,20330.0,1500.0,26544.4,60,49,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1473,487.32,853.16,13418.9,143.65,16690.0,48,39,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1491,395.595,1050.0,8418.99,102.82,14978.26,48,27,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
728,1229.745,1976.0,21436.28,100.0,30500.0,24,33,1,0,0,0,0,0,1,0,0,1,0,0,0,SI
1465,398.58,1350.0,10882.36,202.07,16589.75,48,48,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
454,1109.84,20000.0,29167.62,1188.0982828282824,49000.0,48,37,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1457,789.865,2175.0,22256.24,800.0,36384.4,48,38,0,1,0,0,0,0,1,0,0,1,0,1,0,SI
1548,236.41,1200.0,7126.4,475.79944868128257,13768.0,60,46,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
1836,874.755,2500.0,27406.19,1188.0982828282824,38490.0,60,45,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
167,893.02,4300.0,20915.6,1200.0,30490.0,36,49,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
635,784.13,2920.0,12657.67,200.0,35492.4,24,58,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
721,749.09,4800.0,24721.16,200.0,34940.01,24,36,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
756,991.475,5600.0,17582.74,2560.0,22464.0,24,50,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1121,440.76,2700.0,8562.19,300.0,17890.0,36,50,0,0,1,0,0,1,0,0,0,1,0,0,0,NO
1461,386.265,2100.0,9349.66,100.0,13675.0,48,63,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1818,1030.905,5038.570953984289,32732.4,6073.72,47306.8,60,37,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1491,513.6,2700.0,12265.19,300.0,21990.0,48,71,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
188,290.43,2512.423058468384,7512.33,940.12,9149.65,60,33,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1489,402.44,1120.0,10522.49,585.0,15309.0,48,36,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1096,598.52,2000.0,14680.27,700.0,19938.0,36,58,1,0,0,0,0,0,1,0,0,1,0,0,0,NO
248,287.34,2000.0,9248.4,710.0,12890.0,59,52,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1009,871.7,1200.0,23305.99,1040.0,30490.0,47,44,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
328,828.95,3000.0,14898.4,300.0,19390.0,24,57,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1461,430.76,4400.0,21546.1,408.21,39327.21,48,48,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
1861,455.55,1800.0,13889.36,297.11,23463.76,60,38,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
761,569.86,2000.0,10148.4,200.0,14790.0,24,61,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
975,331.64,950.0,9832.85,475.79944868128257,11784.5,60,35,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1844,314.63,2100.0,8357.4,98.1,15999.0,60,35,0,1,0,1,0,0,0,0,0,1,0,0,0,NO
1461,481.735,2000.0,11768.82,1000.0,16399.0,48,59,0,1,0,1,0,0,0,0,0,0,1,0,0,NO
888,406.225,3300.0,9478.4,475.79944868128257,14120.0,36,56,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1538,354.32,4282.3,11721.75,3343.78,15213.35,60,56,0,1,0,0,1,0,0,0,0,0,1,0,1,SI
1853,15.715,1100.0,10754.2,87.78,16993.0,60,39,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1485,537.59,1000.0,14482.33,986.96,18549.0,48,52,0,0,1,0,0,1,0,0,0,0,1,0,0,NO
1461,587.955,7100.0,16286.8,200.0,22750.0,48,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
804,763.02,3180.0,25018.6,700.0,35990.0,59,47,0,1,0,0,0,0,1,0,0,0,1,0,0,SI
1813,772.89,3265.56,24970.0,1197.64,39990.0,60,63,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1491,475.73,1500.0,12548.59,28.97,17990.0,48,42,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1522,841.75,3500.0,24991.17,547.39,32990.0,50,52,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
931,785.67,7395.0,18424.6,4569.69,29999.0,36,59,0,0,1,0,1,0,0,0,0,0,1,0,1,SI
1831,543.76,1800.0,16951.95,831.868553503788,20990.0,60,45,0,1,0,0,0,0,1,0,1,0,0,0,1,NO
